date,wm_yr_wk,weekday,wday,month,year,d,event_name_1,event_type_1,event_name_2,event_type_2,snap_CA,snap_TX,snap_WI
2012/2/10,11202,Friday,7,2,2012,d_378,,,,,1,0,0
2012/2/11,11203,Saturday,1,2,2012,d_379,,,,,0,1,1
2012/2/12,11203,Sunday,2,2,2012,d_380,,,,,0,1,1
2012/2/13,11203,Monday,3,2,2012,d_381,,,,,0,1,0
2012/2/14,11203,Tuesday,4,2,2012,d_382,ValentinesDay,Cultural,,,0,0,1
2012/2/15,11203,Wednesday,5,2,2012,d_383,,,,,0,1,1
2012/2/16,11203,Thursday,6,2,2012,d_384,,,,,0,0,0
2012/2/17,11203,Friday,7,2,2012,d_385,,,,,0,0,0
2012/2/18,11204,Saturday,1,2,2012,d_386,,,,,0,0,0
2012/2/19,11204,Sunday,2,2,2012,d_387,,,,,0,0,0
2012/2/20,11204,Monday,3,2,2012,d_388,PresidentsDay,National,,,0,0,0
2012/2/21,11204,Tuesday,4,2,2012,d_389,,,,,0,0,0
2012/2/22,11204,Wednesday,5,2,2012,d_390,LentStart,Religious,,,0,0,0
2012/2/23,11204,Thursday,6,2,2012,d_391,,,,,0,0,0
2012/2/24,11204,Friday,7,2,2012,d_392,,,,,0,0,0
2012/2/25,11205,Saturday,1,2,2012,d_393,,,,,0,0,0
2012/2/26,11205,Sunday,2,2,2012,d_394,,,,,0,0,0
2012/2/27,11205,Monday,3,2,2012,d_395,,,,,0,0,0
2012/2/28,11205,Tuesday,4,2,2012,d_396,,,,,0,0,0
2012/2/29,11205,Wednesday,5,2,2012,d_397,LentWeek2,Religious,,,0,0,0
2012/3/1,11205,Thursday,6,3,2012,d_398,,,,,1,1,0
2012/3/2,11205,Friday,7,3,2012,d_399,,,,,1,0,1
2012/3/3,11206,Saturday,1,3,2012,d_400,,,,,1,1,1
2012/3/4,11206,Sunday,2,3,2012,d_401,,,,,1,0,0
2012/3/5,11206,Monday,3,3,2012,d_402,,,,,1,1,1
2012/3/6,11206,Tuesday,4,3,2012,d_403,,,,,1,1,1
2012/3/7,11206,Wednesday,5,3,2012,d_404,,,,,1,1,0
2012/3/8,11206,Thursday,6,3,2012,d_405,Purim End,Religious,,,1,0,1
2012/3/9,11206,Friday,7,3,2012,d_406,,,,,1,1,1
2012/3/10,11207,Saturday,1,3,2012,d_407,,,,,1,0,0
2012/3/11,11207,Sunday,2,3,2012,d_408,,,,,0,1,1
2012/3/12,11207,Monday,3,3,2012,d_409,,,,,0,1,1
2012/3/13,11207,Tuesday,4,3,2012,d_410,,,,,0,1,0
2012/3/14,11207,Wednesday,5,3,2012,d_411,,,,,0,0,1
2012/3/15,11207,Thursday,6,3,2012,d_412,,,,,0,1,1
2012/3/16,11207,Friday,7,3,2012,d_413,,,,,0,0,0
2012/3/17,11208,Saturday,1,3,2012,d_414,StPatricksDay,Cultural,,,0,0,0
2012/3/18,11208,Sunday,2,3,2012,d_415,,,,,0,0,0
2012/3/19,11208,Monday,3,3,2012,d_416,,,,,0,0,0
2012/3/20,11208,Tuesday,4,3,2012,d_417,,,,,0,0,0
2012/3/21,11208,Wednesday,5,3,2012,d_418,,,,,0,0,0
2012/3/22,11208,Thursday,6,3,2012,d_419,,,,,0,0,0
2012/3/23,11208,Friday,7,3,2012,d_420,,,,,0,0,0
2012/3/24,11209,Saturday,1,3,2012,d_421,,,,,0,0,0
2012/3/25,11209,Sunday,2,3,2012,d_422,,,,,0,0,0
2012/3/26,11209,Monday,3,3,2012,d_423,,,,,0,0,0
2012/3/27,11209,Tuesday,4,3,2012,d_424,,,,,0,0,0
2012/3/28,11209,Wednesday,5,3,2012,d_425,,,,,0,0,0
2012/3/29,11209,Thursday,6,3,2012,d_426,,,,,0,0,0
2012/3/30,11209,Friday,7,3,2012,d_427,,,,,0,0,0
2012/3/31,11210,Saturday,1,3,2012,d_428,,,,,0,0,0
2012/4/1,11210,Sunday,2,4,2012,d_429,,,,,1,1,0
2012/4/2,11210,Monday,3,4,2012,d_430,,,,,1,0,1
2012/4/3,11210,Tuesday,4,4,2012,d_431,,,,,1,1,1
2012/4/4,11210,Wednesday,5,4,2012,d_432,,,,,1,0,0
2012/4/5,11210,Thursday,6,4,2012,d_433,,,,,1,1,1
2012/4/6,11210,Friday,7,4,2012,d_434,,,,,1,1,1
2012/4/7,11211,Saturday,1,4,2012,d_435,,,,,1,1,0
2012/4/8,11211,Sunday,2,4,2012,d_436,Easter,Cultural,,,1,0,1
2012/4/9,11211,Monday,3,4,2012,d_437,,,,,1,1,1
2012/4/10,11211,Tuesday,4,4,2012,d_438,,,,,1,0,0
2012/4/11,11211,Wednesday,5,4,2012,d_439,,,,,0,1,1
2012/4/12,11211,Thursday,6,4,2012,d_440,,,,,0,1,1
2012/4/13,11211,Friday,7,4,2012,d_441,,,,,0,1,0
2012/4/14,11212,Saturday,1,4,2012,d_442,Pesach End,Religious,,,0,0,1
2012/4/15,11212,Sunday,2,4,2012,d_443,OrthodoxEaster,Religious,,,0,1,1
2012/4/16,11212,Monday,3,4,2012,d_444,,,,,0,0,0
2012/4/17,11212,Tuesday,4,4,2012,d_445,,,,,0,0,0
2012/4/18,11212,Wednesday,5,4,2012,d_446,,,,,0,0,0
2012/4/19,11212,Thursday,6,4,2012,d_447,,,,,0,0,0
2012/4/20,11212,Friday,7,4,2012,d_448,,,,,0,0,0
2012/4/21,11213,Saturday,1,4,2012,d_449,,,,,0,0,0
2012/4/22,11213,Sunday,2,4,2012,d_450,,,,,0,0,0
2012/4/23,11213,Monday,3,4,2012,d_451,,,,,0,0,0
2012/4/24,11213,Tuesday,4,4,2012,d_452,,,,,0,0,0
2012/4/25,11213,Wednesday,5,4,2012,d_453,,,,,0,0,0
2012/4/26,11213,Thursday,6,4,2012,d_454,,,,,0,0,0
2012/4/27,11213,Friday,7,4,2012,d_455,,,,,0,0,0
2012/4/28,11214,Saturday,1,4,2012,d_456,,,,,0,0,0
2012/4/29,11214,Sunday,2,4,2012,d_457,,,,,0,0,0
2012/4/30,11214,Monday,3,4,2012,d_458,,,,,0,0,0
2012/5/1,11214,Tuesday,4,5,2012,d_459,,,,,1,1,0
2012/5/2,11214,Wednesday,5,5,2012,d_460,,,,,1,0,1
2012/5/3,11214,Thursday,6,5,2012,d_461,,,,,1,1,1
2012/5/4,11214,Friday,7,5,2012,d_462,,,,,1,0,0
2012/5/5,11215,Saturday,1,5,2012,d_463,Cinco De Mayo,Cultural,,,1,1,1
2012/5/6,11215,Sunday,2,5,2012,d_464,,,,,1,1,1
2012/5/7,11215,Monday,3,5,2012,d_465,,,,,1,1,0
2012/5/8,11215,Tuesday,4,5,2012,d_466,,,,,1,0,1
2012/5/9,11215,Wednesday,5,5,2012,d_467,,,,,1,1,1
2012/5/10,11215,Thursday,6,5,2012,d_468,,,,,1,0,0
2012/5/11,11215,Friday,7,5,2012,d_469,,,,,0,1,1
2012/5/12,11216,Saturday,1,5,2012,d_470,,,,,0,1,1
2012/5/13,11216,Sunday,2,5,2012,d_471,Mother's day,Cultural,,,0,1,0
2012/5/14,11216,Monday,3,5,2012,d_472,,,,,0,0,1
2012/5/15,11216,Tuesday,4,5,2012,d_473,,,,,0,1,1
2012/5/16,11216,Wednesday,5,5,2012,d_474,,,,,0,0,0
2012/5/17,11216,Thursday,6,5,2012,d_475,,,,,0,0,0
2012/5/18,11216,Friday,7,5,2012,d_476,,,,,0,0,0
2012/5/19,11217,Saturday,1,5,2012,d_477,,,,,0,0,0
2012/5/20,11217,Sunday,2,5,2012,d_478,,,,,0,0,0
2012/5/21,11217,Monday,3,5,2012,d_479,,,,,0,0,0
2012/5/22,11217,Tuesday,4,5,2012,d_480,,,,,0,0,0
2012/5/23,11217,Wednesday,5,5,2012,d_481,,,,,0,0,0
2012/5/24,11217,Thursday,6,5,2012,d_482,,,,,0,0,0
2012/5/25,11217,Friday,7,5,2012,d_483,,,,,0,0,0
2012/5/26,11218,Saturday,1,5,2012,d_484,,,,,0,0,0
2012/5/27,11218,Sunday,2,5,2012,d_485,,,,,0,0,0
2012/5/28,11218,Monday,3,5,2012,d_486,MemorialDay,National,,,0,0,0
2012/5/29,11218,Tuesday,4,5,2012,d_487,,,,,0,0,0
2012/5/30,11218,Wednesday,5,5,2012,d_488,,,,,0,0,0
2012/5/31,11218,Thursday,6,5,2012,d_489,,,,,0,0,0
2012/6/1,11218,Friday,7,6,2012,d_490,,,,,1,1,0
2012/6/2,11219,Saturday,1,6,2012,d_491,,,,,1,0,1
2012/6/3,11219,Sunday,2,6,2012,d_492,,,,,1,1,1
2012/6/4,11219,Monday,3,6,2012,d_493,,,,,1,0,0
2012/6/5,11219,Tuesday,4,6,2012,d_494,,,,,1,1,1
2012/6/6,11219,Wednesday,5,6,2012,d_495,,,,,1,1,1
2012/6/7,11219,Thursday,6,6,2012,d_496,,,,,1,1,0
2012/6/8,11219,Friday,7,6,2012,d_497,,,,,1,0,1
2012/6/9,11220,Saturday,1,6,2012,d_498,,,,,1,1,1
2012/6/10,11220,Sunday,2,6,2012,d_499,,,,,1,0,0
2012/6/11,11220,Monday,3,6,2012,d_500,,,,,0,1,1
2012/6/12,11220,Tuesday,4,6,2012,d_501,NBAFinalsStart,Sporting,,,0,1,1
2012/6/13,11220,Wednesday,5,6,2012,d_502,,,,,0,1,0
2012/6/14,11220,Thursday,6,6,2012,d_503,,,,,0,0,1
2012/6/15,11220,Friday,7,6,2012,d_504,,,,,0,1,1
2012/6/16,11221,Saturday,1,6,2012,d_505,,,,,0,0,0
2012/6/17,11221,Sunday,2,6,2012,d_506,Father's day,Cultural,,,0,0,0
2012/6/18,11221,Monday,3,6,2012,d_507,,,,,0,0,0
2012/6/19,11221,Tuesday,4,6,2012,d_508,,,,,0,0,0
2012/6/20,11221,Wednesday,5,6,2012,d_509,,,,,0,0,0
2012/6/21,11221,Thursday,6,6,2012,d_510,NBAFinalsEnd,Sporting,,,0,0,0
2012/6/22,11221,Friday,7,6,2012,d_511,,,,,0,0,0
2012/6/23,11222,Saturday,1,6,2012,d_512,,,,,0,0,0
2012/6/24,11222,Sunday,2,6,2012,d_513,,,,,0,0,0
2012/6/25,11222,Monday,3,6,2012,d_514,,,,,0,0,0
2012/6/26,11222,Tuesday,4,6,2012,d_515,,,,,0,0,0
2012/6/27,11222,Wednesday,5,6,2012,d_516,,,,,0,0,0
2012/6/28,11222,Thursday,6,6,2012,d_517,,,,,0,0,0
2012/6/29,11222,Friday,7,6,2012,d_518,,,,,0,0,0
2012/6/30,11223,Saturday,1,6,2012,d_519,,,,,0,0,0
2012/7/1,11223,Sunday,2,7,2012,d_520,,,,,1,1,0
2012/7/2,11223,Monday,3,7,2012,d_521,,,,,1,0,1
2012/7/3,11223,Tuesday,4,7,2012,d_522,,,,,1,1,1
2012/7/4,11223,Wednesday,5,7,2012,d_523,IndependenceDay,National,,,1,0,0
2012/7/5,11223,Thursday,6,7,2012,d_524,,,,,1,1,1
2012/7/6,11223,Friday,7,7,2012,d_525,,,,,1,1,1
2012/7/7,11224,Saturday,1,7,2012,d_526,,,,,1,1,0
2012/7/8,11224,Sunday,2,7,2012,d_527,,,,,1,0,1
2012/7/9,11224,Monday,3,7,2012,d_528,,,,,1,1,1
2012/7/10,11224,Tuesday,4,7,2012,d_529,,,,,1,0,0
2012/7/11,11224,Wednesday,5,7,2012,d_530,,,,,0,1,1
2012/7/12,11224,Thursday,6,7,2012,d_531,,,,,0,1,1
2012/7/13,11224,Friday,7,7,2012,d_532,,,,,0,1,0
2012/7/14,11225,Saturday,1,7,2012,d_533,,,,,0,0,1
2012/7/15,11225,Sunday,2,7,2012,d_534,,,,,0,1,1
2012/7/16,11225,Monday,3,7,2012,d_535,,,,,0,0,0
2012/7/17,11225,Tuesday,4,7,2012,d_536,,,,,0,0,0
2012/7/18,11225,Wednesday,5,7,2012,d_537,,,,,0,0,0
2012/7/19,11225,Thursday,6,7,2012,d_538,,,,,0,0,0
2012/7/20,11225,Friday,7,7,2012,d_539,Ramadan starts,Religious,,,0,0,0
2012/7/21,11226,Saturday,1,7,2012,d_540,,,,,0,0,0
2012/7/22,11226,Sunday,2,7,2012,d_541,,,,,0,0,0
2012/7/23,11226,Monday,3,7,2012,d_542,,,,,0,0,0
2012/7/24,11226,Tuesday,4,7,2012,d_543,,,,,0,0,0
2012/7/25,11226,Wednesday,5,7,2012,d_544,,,,,0,0,0
2012/7/26,11226,Thursday,6,7,2012,d_545,,,,,0,0,0
2012/7/27,11226,Friday,7,7,2012,d_546,,,,,0,0,0
2012/7/28,11227,Saturday,1,7,2012,d_547,,,,,0,0,0
2012/7/29,11227,Sunday,2,7,2012,d_548,,,,,0,0,0
2012/7/30,11227,Monday,3,7,2012,d_549,,,,,0,0,0
2012/7/31,11227,Tuesday,4,7,2012,d_550,,,,,0,0,0
2012/8/1,11227,Wednesday,5,8,2012,d_551,,,,,1,1,0
2012/8/2,11227,Thursday,6,8,2012,d_552,,,,,1,0,1
2012/8/3,11227,Friday,7,8,2012,d_553,,,,,1,1,1
2012/8/4,11228,Saturday,1,8,2012,d_554,,,,,1,0,0
2012/8/5,11228,Sunday,2,8,2012,d_555,,,,,1,1,1
2012/8/6,11228,Monday,3,8,2012,d_556,,,,,1,1,1
2012/8/7,11228,Tuesday,4,8,2012,d_557,,,,,1,1,0
2012/8/8,11228,Wednesday,5,8,2012,d_558,,,,,1,0,1
2012/8/9,11228,Thursday,6,8,2012,d_559,,,,,1,1,1
2012/8/10,11228,Friday,7,8,2012,d_560,,,,,1,0,0
2012/8/11,11229,Saturday,1,8,2012,d_561,,,,,0,1,1
2012/8/12,11229,Sunday,2,8,2012,d_562,,,,,0,1,1
2012/8/13,11229,Monday,3,8,2012,d_563,,,,,0,1,0
2012/8/14,11229,Tuesday,4,8,2012,d_564,,,,,0,0,1
2012/8/15,11229,Wednesday,5,8,2012,d_565,,,,,0,1,1
2012/8/16,11229,Thursday,6,8,2012,d_566,,,,,0,0,0
2012/8/17,11229,Friday,7,8,2012,d_567,,,,,0,0,0
2012/8/18,11230,Saturday,1,8,2012,d_568,,,,,0,0,0
2012/8/19,11230,Sunday,2,8,2012,d_569,Eid al-Fitr,Religious,,,0,0,0
2012/8/20,11230,Monday,3,8,2012,d_570,,,,,0,0,0
2012/8/21,11230,Tuesday,4,8,2012,d_571,,,,,0,0,0
2012/8/22,11230,Wednesday,5,8,2012,d_572,,,,,0,0,0
2012/8/23,11230,Thursday,6,8,2012,d_573,,,,,0,0,0
2012/8/24,11230,Friday,7,8,2012,d_574,,,,,0,0,0
2012/8/25,11231,Saturday,1,8,2012,d_575,,,,,0,0,0
2012/8/26,11231,Sunday,2,8,2012,d_576,,,,,0,0,0
2012/8/27,11231,Monday,3,8,2012,d_577,,,,,0,0,0
2012/8/28,11231,Tuesday,4,8,2012,d_578,,,,,0,0,0
2012/8/29,11231,Wednesday,5,8,2012,d_579,,,,,0,0,0
2012/8/30,11231,Thursday,6,8,2012,d_580,,,,,0,0,0
2012/8/31,11231,Friday,7,8,2012,d_581,,,,,0,0,0
2012/9/1,11232,Saturday,1,9,2012,d_582,,,,,1,1,0
2012/9/2,11232,Sunday,2,9,2012,d_583,,,,,1,0,1
2012/9/3,11232,Monday,3,9,2012,d_584,LaborDay,National,,,1,1,1
2012/9/4,11232,Tuesday,4,9,2012,d_585,,,,,1,0,0
2012/9/5,11232,Wednesday,5,9,2012,d_586,,,,,1,1,1
2012/9/6,11232,Thursday,6,9,2012,d_587,,,,,1,1,1
2012/9/7,11232,Friday,7,9,2012,d_588,,,,,1,1,0
2012/9/8,11233,Saturday,1,9,2012,d_589,,,,,1,0,1
2012/9/9,11233,Sunday,2,9,2012,d_590,,,,,1,1,1
2012/9/10,11233,Monday,3,9,2012,d_591,,,,,1,0,0
2012/9/11,11233,Tuesday,4,9,2012,d_592,,,,,0,1,1
2012/9/12,11233,Wednesday,5,9,2012,d_593,,,,,0,1,1
2012/9/13,11233,Thursday,6,9,2012,d_594,,,,,0,1,0
2012/9/14,11233,Friday,7,9,2012,d_595,,,,,0,0,1
2012/9/15,11234,Saturday,1,9,2012,d_596,,,,,0,1,1
2012/9/16,11234,Sunday,2,9,2012,d_597,,,,,0,0,0
2012/9/17,11234,Monday,3,9,2012,d_598,,,,,0,0,0
2012/9/18,11234,Tuesday,4,9,2012,d_599,,,,,0,0,0
2012/9/19,11234,Wednesday,5,9,2012,d_600,,,,,0,0,0
2012/9/20,11234,Thursday,6,9,2012,d_601,,,,,0,0,0
2012/9/21,11234,Friday,7,9,2012,d_602,,,,,0,0,0
2012/9/22,11235,Saturday,1,9,2012,d_603,,,,,0,0,0
2012/9/23,11235,Sunday,2,9,2012,d_604,,,,,0,0,0
2012/9/24,11235,Monday,3,9,2012,d_605,,,,,0,0,0
2012/9/25,11235,Tuesday,4,9,2012,d_606,,,,,0,0,0
2012/9/26,11235,Wednesday,5,9,2012,d_607,,,,,0,0,0
2012/9/27,11235,Thursday,6,9,2012,d_608,,,,,0,0,0
2012/9/28,11235,Friday,7,9,2012,d_609,,,,,0,0,0
2012/9/29,11236,Saturday,1,9,2012,d_610,,,,,0,0,0
2012/9/30,11236,Sunday,2,9,2012,d_611,,,,,0,0,0
2012/10/1,11236,Monday,3,10,2012,d_612,,,,,1,1,0
2012/10/2,11236,Tuesday,4,10,2012,d_613,,,,,1,0,1
2012/10/3,11236,Wednesday,5,10,2012,d_614,,,,,1,1,1
2012/10/4,11236,Thursday,6,10,2012,d_615,,,,,1,0,0
2012/10/5,11236,Friday,7,10,2012,d_616,,,,,1,1,1
2012/10/6,11237,Saturday,1,10,2012,d_617,,,,,1,1,1
2012/10/7,11237,Sunday,2,10,2012,d_618,,,,,1,1,0
2012/10/8,11237,Monday,3,10,2012,d_619,ColumbusDay,National,,,1,0,1
2012/10/9,11237,Tuesday,4,10,2012,d_620,,,,,1,1,1
2012/10/10,11237,Wednesday,5,10,2012,d_621,,,,,1,0,0
2012/10/11,11237,Thursday,6,10,2012,d_622,,,,,0,1,1
2012/10/12,11237,Friday,7,10,2012,d_623,,,,,0,1,1
2012/10/13,11238,Saturday,1,10,2012,d_624,,,,,0,1,0
2012/10/14,11238,Sunday,2,10,2012,d_625,,,,,0,0,1
2012/10/15,11238,Monday,3,10,2012,d_626,,,,,0,1,1
2012/10/16,11238,Tuesday,4,10,2012,d_627,,,,,0,0,0
2012/10/17,11238,Wednesday,5,10,2012,d_628,,,,,0,0,0
2012/10/18,11238,Thursday,6,10,2012,d_629,,,,,0,0,0
2012/10/19,11238,Friday,7,10,2012,d_630,,,,,0,0,0
2012/10/20,11239,Saturday,1,10,2012,d_631,,,,,0,0,0
2012/10/21,11239,Sunday,2,10,2012,d_632,,,,,0,0,0
2012/10/22,11239,Monday,3,10,2012,d_633,,,,,0,0,0
2012/10/23,11239,Tuesday,4,10,2012,d_634,,,,,0,0,0
2012/10/24,11239,Wednesday,5,10,2012,d_635,,,,,0,0,0
2012/10/25,11239,Thursday,6,10,2012,d_636,,,,,0,0,0
2012/10/26,11239,Friday,7,10,2012,d_637,EidAlAdha,Religious,,,0,0,0
2012/10/27,11240,Saturday,1,10,2012,d_638,,,,,0,0,0
2012/10/28,11240,Sunday,2,10,2012,d_639,,,,,0,0,0
2012/10/29,11240,Monday,3,10,2012,d_640,,,,,0,0,0
2012/10/30,11240,Tuesday,4,10,2012,d_641,,,,,0,0,0
2012/10/31,11240,Wednesday,5,10,2012,d_642,Halloween,Cultural,,,0,0,0
2012/11/1,11240,Thursday,6,11,2012,d_643,,,,,1,1,0
2012/11/2,11240,Friday,7,11,2012,d_644,,,,,1,0,1
2012/11/3,11241,Saturday,1,11,2012,d_645,,,,,1,1,1
2012/11/4,11241,Sunday,2,11,2012,d_646,,,,,1,0,0
2012/11/5,11241,Monday,3,11,2012,d_647,,,,,1,1,1
2012/11/6,11241,Tuesday,4,11,2012,d_648,,,,,1,1,1
2012/11/7,11241,Wednesday,5,11,2012,d_649,,,,,1,1,0
2012/11/8,11241,Thursday,6,11,2012,d_650,,,,,1,0,1
2012/11/9,11241,Friday,7,11,2012,d_651,,,,,1,1,1
2012/11/10,11242,Saturday,1,11,2012,d_652,,,,,1,0,0
2012/11/11,11242,Sunday,2,11,2012,d_653,VeteransDay,National,,,0,1,1
2012/11/12,11242,Monday,3,11,2012,d_654,,,,,0,1,1
2012/11/13,11242,Tuesday,4,11,2012,d_655,,,,,0,1,0
2012/11/14,11242,Wednesday,5,11,2012,d_656,,,,,0,0,1
2012/11/15,11242,Thursday,6,11,2012,d_657,,,,,0,1,1
2012/11/16,11242,Friday,7,11,2012,d_658,,,,,0,0,0
2012/11/17,11243,Saturday,1,11,2012,d_659,,,,,0,0,0
2012/11/18,11243,Sunday,2,11,2012,d_660,,,,,0,0,0
2012/11/19,11243,Monday,3,11,2012,d_661,,,,,0,0,0
2012/11/20,11243,Tuesday,4,11,2012,d_662,,,,,0,0,0
2012/11/21,11243,Wednesday,5,11,2012,d_663,,,,,0,0,0
2012/11/22,11243,Thursday,6,11,2012,d_664,Thanksgiving,National,,,0,0,0
2012/11/23,11243,Friday,7,11,2012,d_665,,,,,0,0,0
2012/11/24,11244,Saturday,1,11,2012,d_666,,,,,0,0,0
2012/11/25,11244,Sunday,2,11,2012,d_667,,,,,0,0,0
2012/11/26,11244,Monday,3,11,2012,d_668,,,,,0,0,0
2012/11/27,11244,Tuesday,4,11,2012,d_669,,,,,0,0,0
2012/11/28,11244,Wednesday,5,11,2012,d_670,,,,,0,0,0
2012/11/29,11244,Thursday,6,11,2012,d_671,,,,,0,0,0
2012/11/30,11244,Friday,7,11,2012,d_672,,,,,0,0,0
2012/12/1,11245,Saturday,1,12,2012,d_673,,,,,1,1,0
2012/12/2,11245,Sunday,2,12,2012,d_674,,,,,1,0,1
2012/12/3,11245,Monday,3,12,2012,d_675,,,,,1,1,1
2012/12/4,11245,Tuesday,4,12,2012,d_676,,,,,1,0,0
2012/12/5,11245,Wednesday,5,12,2012,d_677,,,,,1,1,1
2012/12/6,11245,Thursday,6,12,2012,d_678,,,,,1,1,1
2012/12/7,11245,Friday,7,12,2012,d_679,,,,,1,1,0
2012/12/8,11246,Saturday,1,12,2012,d_680,,,,,1,0,1
2012/12/9,11246,Sunday,2,12,2012,d_681,,,,,1,1,1
2012/12/10,11246,Monday,3,12,2012,d_682,,,,,1,0,0
2012/12/11,11246,Tuesday,4,12,2012,d_683,,,,,0,1,1
2012/12/12,11246,Wednesday,5,12,2012,d_684,,,,,0,1,1
2012/12/13,11246,Thursday,6,12,2012,d_685,,,,,0,1,0
2012/12/14,11246,Friday,7,12,2012,d_686,,,,,0,0,1
2012/12/15,11247,Saturday,1,12,2012,d_687,,,,,0,1,1
2012/12/16,11247,Sunday,2,12,2012,d_688,Chanukah End,Religious,,,0,0,0
2012/12/17,11247,Monday,3,12,2012,d_689,,,,,0,0,0
2012/12/18,11247,Tuesday,4,12,2012,d_690,,,,,0,0,0
2012/12/19,11247,Wednesday,5,12,2012,d_691,,,,,0,0,0
2012/12/20,11247,Thursday,6,12,2012,d_692,,,,,0,0,0
2012/12/21,11247,Friday,7,12,2012,d_693,,,,,0,0,0
2012/12/22,11248,Saturday,1,12,2012,d_694,,,,,0,0,0
2012/12/23,11248,Sunday,2,12,2012,d_695,,,,,0,0,0
2012/12/24,11248,Monday,3,12,2012,d_696,,,,,0,0,0
2012/12/25,11248,Tuesday,4,12,2012,d_697,Christmas,National,,,0,0,0
2012/12/26,11248,Wednesday,5,12,2012,d_698,,,,,0,0,0
2012/12/27,11248,Thursday,6,12,2012,d_699,,,,,0,0,0
2012/12/28,11248,Friday,7,12,2012,d_700,,,,,0,0,0
2012/12/29,11249,Saturday,1,12,2012,d_701,,,,,0,0,0
2012/12/30,11249,Sunday,2,12,2012,d_702,,,,,0,0,0
2012/12/31,11249,Monday,3,12,2012,d_703,,,,,0,0,0
2013/1/1,11249,Tuesday,4,1,2013,d_704,NewYear,National,,,1,1,0
2013/1/2,11249,Wednesday,5,1,2013,d_705,,,,,1,0,1
2013/1/3,11249,Thursday,6,1,2013,d_706,,,,,1,1,1
2013/1/4,11249,Friday,7,1,2013,d_707,,,,,1,0,0
2013/1/5,11250,Saturday,1,1,2013,d_708,,,,,1,1,1
2013/1/6,11250,Sunday,2,1,2013,d_709,,,,,1,1,1
2013/1/7,11250,Monday,3,1,2013,d_710,OrthodoxChristmas,Religious,,,1,1,0
2013/1/8,11250,Tuesday,4,1,2013,d_711,,,,,1,0,1
2013/1/9,11250,Wednesday,5,1,2013,d_712,,,,,1,1,1
2013/1/10,11250,Thursday,6,1,2013,d_713,,,,,1,0,0
2013/1/11,11250,Friday,7,1,2013,d_714,,,,,0,1,1
2013/1/12,11251,Saturday,1,1,2013,d_715,,,,,0,1,1
2013/1/13,11251,Sunday,2,1,2013,d_716,,,,,0,1,0
2013/1/14,11251,Monday,3,1,2013,d_717,,,,,0,0,1
2013/1/15,11251,Tuesday,4,1,2013,d_718,,,,,0,1,1
2013/1/16,11251,Wednesday,5,1,2013,d_719,,,,,0,0,0
2013/1/17,11251,Thursday,6,1,2013,d_720,,,,,0,0,0
2013/1/18,11251,Friday,7,1,2013,d_721,,,,,0,0,0
2013/1/19,11252,Saturday,1,1,2013,d_722,,,,,0,0,0
2013/1/20,11252,Sunday,2,1,2013,d_723,,,,,0,0,0
2013/1/21,11252,Monday,3,1,2013,d_724,MartinLutherKingDay,National,,,0,0,0
2013/1/22,11252,Tuesday,4,1,2013,d_725,,,,,0,0,0
2013/1/23,11252,Wednesday,5,1,2013,d_726,,,,,0,0,0
2013/1/24,11252,Thursday,6,1,2013,d_727,,,,,0,0,0
2013/1/25,11252,Friday,7,1,2013,d_728,,,,,0,0,0
2013/1/26,11301,Saturday,1,1,2013,d_729,,,,,0,0,0
2013/1/27,11301,Sunday,2,1,2013,d_730,,,,,0,0,0
2013/1/28,11301,Monday,3,1,2013,d_731,,,,,0,0,0
2013/1/29,11301,Tuesday,4,1,2013,d_732,,,,,0,0,0
2013/1/30,11301,Wednesday,5,1,2013,d_733,,,,,0,0,0
2013/1/31,11301,Thursday,6,1,2013,d_734,,,,,0,0,0
2013/2/1,11301,Friday,7,2,2013,d_735,,,,,1,1,0
2013/2/2,11302,Saturday,1,2,2013,d_736,,,,,1,0,1
2013/2/3,11302,Sunday,2,2,2013,d_737,SuperBowl,Sporting,,,1,1,1
2013/2/4,11302,Monday,3,2,2013,d_738,,,,,1,0,0
2013/2/5,11302,Tuesday,4,2,2013,d_739,,,,,1,1,1
2013/2/6,11302,Wednesday,5,2,2013,d_740,,,,,1,1,1
2013/2/7,11302,Thursday,6,2,2013,d_741,,,,,1,1,0
2013/2/8,11302,Friday,7,2,2013,d_742,,,,,1,0,1
2013/2/9,11303,Saturday,1,2,2013,d_743,,,,,1,1,1
2013/2/10,11303,Sunday,2,2,2013,d_744,,,,,1,0,0
2013/2/11,11303,Monday,3,2,2013,d_745,,,,,0,1,1
2013/2/12,11303,Tuesday,4,2,2013,d_746,,,,,0,1,1
2013/2/13,11303,Wednesday,5,2,2013,d_747,LentStart,Religious,,,0,1,0
2013/2/14,11303,Thursday,6,2,2013,d_748,ValentinesDay,Cultural,,,0,0,1
2013/2/15,11303,Friday,7,2,2013,d_749,,,,,0,1,1
2013/2/16,11304,Saturday,1,2,2013,d_750,,,,,0,0,0
2013/2/17,11304,Sunday,2,2,2013,d_751,,,,,0,0,0
2013/2/18,11304,Monday,3,2,2013,d_752,PresidentsDay,National,,,0,0,0
2013/2/19,11304,Tuesday,4,2,2013,d_753,,,,,0,0,0
2013/2/20,11304,Wednesday,5,2,2013,d_754,LentWeek2,Religious,,,0,0,0
2013/2/21,11304,Thursday,6,2,2013,d_755,,,,,0,0,0
